,date_posted,playtime,review,helpful_funny,recommended
27,Posted: July 31,122.1 hrs on record,"The Witcher 3 was recommended to me by my brother way back, I remember it releasing with all the fuss around it (nothing negative mind you) and for less than a month it was the conversation of the day at the office I worked at. But at the time I was still too busy playing Dark Souls back at home. (I didn't have enough time for everything due to my work/study so I had to manage it) Some time passed, then the GOTY edition came out. All it needed was a sale for me to get it. I had never played a Witcher title previously, and I had some doubts after I was told the first and second were really rough around the edges. But I did some reading and watched some summaries, so I was mentally prepared. And just sat down for a night to play.There's one thing one needs to know about me. And that's that I do not care much for RPG's littered with stats, levels, costumization, and who knows what else. It's a lot of tacky junk to me, on a game that needs it's core mechanics and handling to work first and foremost. I'm lazy and I just put all my points into strength to begin with. World-building and storytelling however, can suck me in. If the world is believable, rich, and organic you will probably have my attention. And Witcher 3 most certainly did! And as those parts fall into place, I become more open to the RPG elements the game has to offer, but ONLY then.First and foremost, I'm surprised by all the visual detail, the game looks amazing! Forests are lush and deliciously European looking, with lots to find while exploring. Lovely during daytime, but legitimately scary at night. Cities are vast and the buildings look legit, some are even based on existing ones in Poland it seems. And then there's the story surrounding it all, riddled with mysteries, magic, horror and tragedy. The quests are very creative, I don't remember any of them boring me. And while Geralt, as a character, is kind-of monotone and emotionless, you'll be able to fill in the parts his base character is initially missing yourself. And if that doesn't work for you, there's many characters surrounding Geralt that'll hold your attention. I'm trying to refrain from being too spoilery, so excuse me when I seem vague here and there.It's been a while since I've spent this many hours in a game, and I haven't even finished the second DLC yet. There are two in total actually, and both I VERY much recommend! I'd even say the writing and scenarios in those seem way more polished than the base game. Especially the second, with an entirely new region, enemies, characters, and a new storyline. It actually blew my mind playing it, it's nuts. CDProject has a new fan, one who is very much looking forward to trying their new title; Cyberpunk 2077!",No one has rated this review as helpful yet,Recommended
28,Posted: July 31,40.0 hrs on record,I believe that this game is one of if not the best game of this generation with an experience that does not even come close to any other games of this generation with most of them being horrible online games which seems to keep getting more and more popular this game shows how immersive and amazing a singleplayer game can be especially since this game came out in 2015 which shows that singleplayer games can still be great even this and even next generation this game gives gaming hope.,No one has rated this review as helpful yet,Recommended
29,Posted: July 31,92.4 hrs on record,very good game,No one has rated this review as helpful yet,Recommended
30,Posted: July 31,52.5 hrs on record,"What can i say that hasn't be already.The story of this game is one of the best in recent years also with many great and unique characters and it is also filled with many choices that few RPG's have these days . There are also ton of unique side quests, witcher contracts and treasure hunts that fill the game.  The world is dark and filled with rich history and lore(although confusing at times). Every location is beautiful and unique in its own way. The gameplay is really good with many different and diverse enemies with different potions, bombs, poisons, oils, decoctions and magical signs that can help you with slaying them and the bosses are really cool and well designed(albeit really easy). The soundtrack is really beautiful and fitting in the different areas and situations that you can find yourself in. To summarize:Story: AmazingGameplay: Really goodCharacters: Awesome each with their own and unique backstoryGraphics and environment: Beautiful Soundtrack: Beautiful and fittingWorld: Dark and with unique history and loreDid i mention that there are no microtransactions at all?So for those who have not bought it and are interested in RPGs and games with a good story: Buy it, you wont regret a thing.",No one has rated this review as helpful yet,Recommended
31,Posted: July 31,32.2 hrs on record,Not too shabby,No one has rated this review as helpful yet,Recommended
32,Posted: July 31,113.7 hrs on record,YES!,1 person found this review helpful,Recommended
33,Posted: July 31,138.8 hrs on record,"A true masterpiece, and the best Open World RPG game to date, in my opinion. I have yet to come across another that even comes close, and believe me, I tried. 10/10 will play again.",2 people found this review helpful,Recommended
34,Posted: July 31,94.2 hrs on record,"Honestly, this is probably the best game i've EVER played. The amount of content feels like its never ending, and the story lines of each quest have you staying up until 5am playing the game... or so it did me. The 2 expansions add massive amounts of content to a game with loads to begin with. The main story line of the base game is one to remember forever. It was OUTSTANDING. Your choices you make in the game impact how YOUR game unfolds - more so than you would think.9.9/10UMA IS THE BEST CHARACTER",3 people found this review helpful,Recommended
35,Posted: July 31,675.6 hrs on record,This game almost ruined my uni degree : )  <3,2 people found this review helpful2 people found this review funny,Recommended
36,Posted: July 31,435.8 hrs on record,"Dandelion, Thank you for telling me such a sad story.",1 person found this review helpful,Recommended
37,Posted: July 31,53.7 hrs on record,with the lighting in this game it feels like you are playing a game that has just been released.that of course is not all that is good about this game but believe me when i say it is worth your time.,1 person found this review helpful,Recommended
38,Posted: July 31,99.9 hrs on record,"It's a terrible game, except for the amazing story, amazing gameplay, amazing characters, amazing combat, amazing depth, amazing soundtrack, amazing DLC, amazing ending(s), amazing side-quests, and amazing open world.So, yeah, it's amazing.",4 people found this review helpful,Recommended
39,Posted: July 30,124.7 hrs on record,10/10,1 person found this review helpful,Recommended
40,Posted: July 30,143.4 hrs on record,One of the best game I ever played in my life. Killing microtransactions!,4 people found this review helpful,Recommended
41,Posted: July 30,114.0 hrs on record,"I thought Skyrim is the best game ever made, but this true masterpiece convinced me otherwise.10 out of 10, obsessed with it now.",2 people found this review helpful1 person found this review funny,Recommended
42,Posted: July 30,74.9 hrs on record,❤ Audience ❤☐ Beginner☐ Casual Gamer☑ Normal Gamer☑ Expert☼ Graphics ☼☐ Bad☐ Alright☐ Good ☐ Beautiful☑ Fantastic ♬ Music ♬☐ Bad☐ Alright☐ Good ☐ Beautiful☑ Fantastic ☠ Difficulty ☠☐ Easy ☐ Average☑ Easy to learn / Hard to master☐ Hard☐ Unfair§ Bugs §☐ Bugs destroy the game☐ Lots of bugs☐ Few Bugs☑ You can use them for speedrun☐ Nothing encountered☯ Story ☯☐ There is none☐ Bad☐ Alright☐ Good☑ Fantastic⚔ Gameplay ⚔☑ Frustrating☐ Sleepy☐ Boring☑ Fun☑ Challenging۞ Game time / Length ۞☐ Really short (0 - 3 hours)☐ Short (4 - 8 hours)☐ Few hours (10 - 20 hours) [if you focus on the main story]☑ Long (40-60 hours) [if you complete everything]☑ Very Long (61-100 hours) ☑ Extremely Long (101+ hours) $ Price / Quality $☑ Full price ☐ Wait for Sale ☐ Don't buy☐ Refund it if you can,162 people found this review helpful4 people found this review funny,Recommended
43,Posted: July 30,62.7 hrs on record,"This game needs no introduction, remarkable in many aspects i just love the ost.",No one has rated this review as helpful yet,Recommended
44,Posted: July 30,30.4 hrs on record,no one:witcher 3 combat music: LUHLUHLAYLUHLUHLUHLUHLAYLUHLUHLUHLAYLUHLUHLAYLUHLUHLUHLUHLAYLUHLUHLUHLAYLUHLUHLAYLUHLUHLUHLUHLAYLUHLUHLUHLAY,No one has rated this review as helpful yet1 person found this review funny,Recommended
45,Posted: July 30,8.1 hrs on record,"where the ♥♥♥♥ is gandalfwhy can't I cook meat people said this game is an ""immersive experience""why can't I tell guards that a citizen is being attacked by bandits 50 yards away people said this game is an ""immersive experience""why is standing in the exact right place to loot things so finicky people said this game is an ""immersive experience""why is roach's pathing so awful people said this game is an ""immersive experience""why is it that despite having a new graphics card and new RAM and new MOBO the draw distance is so bad that I've ran past people who one second ago weren't there and they all freaked out on me people said this game is an ""immersive experience""you have that wonderful ""open world"" thing wherein you get a quest and 5 weeks later you meet the quest giver and he says ""aye 4 days ago my wife went missing"" and it's likeI get that this happens but maybe I'd just like a game where you aren't everyone's dog in limboalso a lovely thing there are large distant things that you want to walk tooh oops you can't go there that's for the main quest latersorry you spent 10 minutes trying to get up a mountain or whateverlamehow did human society even come about in a world where the humans are this aggressive and the world is this aggressive? I can't turn a corner without a fight I know this is the case in every video game but it just seems extra ridiculous in thisa lot of quests are based on the lore of previous games and they don't really work to provide enough context to fill you in, but the previous games are far far worse so unless you torture yourself it's gonna be weirdremember how wonderful in shadow of the colossus when you would whistle for your horse and it would run past you so while you were running you could swiftly hop on it and the momentum and timing of it was ♥♥♥♥ing perfect and beautiful?this doesn't have that at all. when you call your horse in this he walks sorta near you sorta and then you have to hold a button and slowly get on his dumb ♥♥♥. and then it's not worth it anyway cause he'll get stuck on every piece of scenery on the way and randomly stray from the path you're supposed to be onsometimes the stupid ♥♥♥♥♥♥♥s in sidequests who you just agreed to help will give you generic dialogue like ""♥♥♥♥ off while you still got legs"" while you're ♥♥♥♥ing saving their stupid ♥♥♥♥ life and they'll be all surprised and ♥♥♥♥ when you use witcher powers why the ♥♥♥♥ am I capped at the number of abilities I'm allowed to equipthis is consistently one of the least fun and most frustratingly obnoxious mechanics I've ever come across, it's in mutant road zero as wellyou'll have multiple quests available and it simply won't show them on the map, so you have to go to the quest page choose a quest and go back to the map page to see how close a quest objective is to you, it's such an incredible pain in the ♥♥♥ I can't believe they couldn't figure out a better way to do itthis is a game where every second mechanic has me asking why they even bothered to include that mechanicwhy does the horse have a stamina gauge? is it because the devs played Ocarina of Time?granted there are a couple mini quest horse race things you can do where it matters but did they really think that hampering your means of travel for the entire game was worth a mini game?this ♥♥♥♥ keeps me up at night, I'm writing this 30 minutes past my bed time cause I just can't get over how stupid this iswhen you're in your inventory looking at a weapon or piece of armor it doesn't even show a stat comparison with what you're wearing, it just shows if the base damage or base armor is higher. this is ♥♥♥♥ing pathetic, the weapons and armor have a lot of other buffs that are on them but all it'll give you is ""+3"" like big ♥♥♥♥ing deal I want to know how this fares against necrophages or what it blocks or whatever and I have to flick between two things. so awfula lot of sidequests have completely unsatisfying conclusions and it feels like it's because there are questions you're just not allowed to ask, like there's some forced stupidity so that no matter what there's something bad that happens. Save the orphans? a village is destroyed. Save the village? orphans are eaten. can you talk to the spirit that's gonna eat orphans and stop it? no. can you talk to the spirit about why it would destroy the village or ask it its motivations? no.so you may wonder of me ""jakuzi if you're so smart and handsome why don't you just avoid the sidequests if you don't like them?"" and that's a good question but here's the thing. the main storyline has so many RPG plot driven doors that you basically can't avoid sidequests. I'm sent by a king to get his daughter. someone who has information about that daughter won't give it to me until I help him find his daughter and wife. I have to go ask two other people for help. one of them makes me find his goat before he helps me. then the guy with the information that I need reveals that I have to help him save the soul of his wife's miscarriage. then him and the guy with the goat ask me to go to a swamp. then I meet a little boy who knows another little boy who knows about some witches who want me to kill a creature that lives under a tree in another city. that's another 4-6 quests right there. you see what I'm ♥♥♥♥ing talking about?one of the main quests is ridiculous, it constantly has you coming back to town to talk to one guy but the town is walled off so you have to follow this stupid long twisting path even after fast travelling just to talk to the ♥♥♥♥ing baron for the 5th ♥♥♥♥ing time it's garbagegeneric high fantasy (just go read black company instead of playing this for the plot)you'll wonder what's wrong with this kind of silly main character, he makes quips at ghosts like he's some kind of action hero and it seems sort of dumb. maybe he just needs to hype himself up but this game would be improved if geralt were a mutea combat system that's restricted to essentially 4 actions (it's fine it's just not a draw)a crafting system that's in every other big RPG (time to carry around 59 lbs of garbage in case you intend on making something later)wheeeeeemaybe you want to skip through individual lines of dialogue to speed up cutscenes cause you're literatewelp 10% of the time that skips an entire scene instead of skipping just the line you're ongreatsometimes you'll use the stun spell and the opponent will keep backing up despite being stunned and your attack combo pulls you out of keira's protective shield and you die cause the air hurts and then you have to wait a ♥♥♥♥ing eternity to refight these enemies that aren't even difficult they're just irritatingthis also has that most loved of all action rpg mechanicsweapon degradation!!!!!1!11!!1! yaaaaaaaaaaaaaaaybest I can say is that it's not a huge problem in this because you're constantly getting gear that's barely an upgrade anyway so all your weaponry is essentially redundantyou still have to go find a big town if you want to repair a weapon or craft a new one but don't fretthere's fast travelexcept it only works if you're in specifics placesthus defeating the purpose of fast travel almost entirelywheeeethe game is mysteriously dark, I know devs and gamers don't tend to go outside but here's a tip: the sun is BRIGHT and it makes your body and mind feel good.it's still better than the first two witchers by farthe writing is perfectly fine, I don't actually think combat is the worst but by no means is it really the draw of the gamegraphics are kind of muddy at times, making it hard to tell what's going on or where you should be going but I guess that's intentional for some reason because they have a potion that negates thismaybe just read the ♥♥♥♥ing booksoh let's not forget it has the obligatory kind of boring mini game of Gwentat least unlike Blitzball or whatever garbage I actually know some people who enjoy itstill a poor addition tho",3 people found this review helpful2 people found this review funny,Not Recommended
46,Posted: July 30,179.4 hrs on record,"- BUY THIS GAME ON GOG. 100% OF THE MONEY GOES TO CD PROJECT -Currently my favorite game of all time. I love 99% of it. Only thing I dislike is the limitations of the physics engine, you don't always feel grounded in the world.That being said, I only had to get as far as the Bloody Baron to realize that this was the game for me.Better with Mods. Better on Deathmarch. Better with limited HUD.11/10",No one has rated this review as helpful yet,Recommended
47,Posted: July 30,123.8 hrs on record,"Took me over 100h just to finish the base game. 10/10 would play 100h more.The story in this game is amazing, gameplay is really good to.Though I think this Witcher has a drinking problem when it comes to potions.After seing what CD project is made of im really excited for Cyberpunk 2077.",No one has rated this review as helpful yet,Recommended
48,Posted: July 30,304.7 hrs on record,Stop reading this and go play it.,No one has rated this review as helpful yet,Recommended
49,Posted: July 30,187.9 hrs on record,No words..better try it yourself,2 people found this review helpful,Recommended
50,Posted: July 30,298.3 hrs on record,"this is one of the best games I have ever experienced. Great story, awesome game mechanics. Can not stress how great this game is!  (which is why I have the Igni Quen Yrden Axii Aard all tattooed on my skin this game is dope af)",1 person found this review helpful,Recommended
51,Posted: July 30,269.3 hrs on record,Perfetch gfame,No one has rated this review as helpful yet,Recommended
52,Posted: July 30,4.9 hrs on record,edgy protagonist in a power fantasy,No one has rated this review as helpful yet1 person found this review funny,Not Recommended
53,Posted: July 30,17.3 hrs on record,"I really just repeating what people have said, but if you're looking for hours of content as well as insane amounts of fun and story you really can't get better than the Witcher 3 (at least until Cyberpunk 2077 comes out :P). Gameplay is beautiful and the graphics are insane, this game has held up ridiculously well. Hands down 10/10 and very much worth its price.",1 person found this review helpful,Recommended
54,Posted: July 30,81.6 hrs on record,not very good to easy to much history. battle is good,No one has rated this review as helpful yet1 person found this review funny,Not Recommended
55,Posted: July 30,49.4 hrs on record,this game is just... perfect! i dont like that much RPG but this game.. GOD DAMN! it is a master piece! CD Projekt is the best!,1 person found this review helpful,Recommended
56,Posted: July 30,143.1 hrs on record,This is the best game I have ever met.,1 person found this review helpful,Recommended
57,Posted: July 30,239.5 hrs on record,"Buy one AAA game, get three AAA games via DLC. CD Projekt Red owns and they should be proud of their work.",2 people found this review helpful,Recommended
58,Posted: July 30,165.8 hrs on record,Just the best game I've ever played,1 person found this review helpful,Recommended
59,Posted: July 30,72.7 hrs on record,Simply 10/10,1 person found this review helpful,Recommended
60,Posted: July 30,28.8 hrs on record,Skyrim on crack,1 person found this review helpful,Recommended
61,Posted: July 30,3.5 hrs on record,good game i hate getting ♥♥♥♥♥ by mutant bird,1 person found this review helpful,Recommended
62,Posted: July 30,319.5 hrs on record,thank you the witcher 3 you made all others rpg games sucked in my sight. can't even enjoy other games at all anymore. just splendid!,3 people found this review helpful,Recommended
63,Posted: July 30,128.3 hrs on record,10/10 would have vlodimir von everec possess me anyday,2 people found this review helpful1 person found this review funny,Recommended
64,Posted: July 30,1.0 hrs on record,Controller movement is all wrong. Can't figure out how to change it. Feels gross. I wanna play this but I can't. How do you play something with backwards controls?,No one has rated this review as helpful yet1 person found this review funny,Not Recommended
65,Posted: July 30,102.1 hrs on record,"Amazing game, haven't got in to it before but once I did - Jesus Christ is it a game worth playing. Now that I've completed the game and the expansions packs, it's time to say goodbye to our aging Witcher Geralt, time to be sad and not play other games because it just doesn't feel as good.",1 person found this review helpful1 person found this review funny,Recommended
66,Posted: July 30,92.5 hrs on record,The best game in the world!,1 person found this review helpful,Recommended
67,Posted: July 30,200.5 hrs on record,Ey. Play game. Is good.,1 person found this review helpful,Recommended
68,Posted: July 30,186.5 hrs on record,"One of the best RPG games i have ever played, Amazing story telling 11/10",No one has rated this review as helpful yet,Recommended
69,Posted: July 30,75.5 hrs on record,"Took it very slow through the main game. Such rich storytelling, and fantastic gameplay. Would recommend to anyone with a pulse.",No one has rated this review as helpful yet,Recommended
70,Posted: July 30,167.0 hrs on record,This RPG is unmatched today.,No one has rated this review as helpful yet,Recommended
71,Posted: July 29,73.5 hrs on record,To anyone who left a negative review; say sike right now,No one has rated this review as helpful yet,Recommended
72,Posted: July 29,178.7 hrs on record,Hands down the best game I've played in my entire 18 years of lifetime.,No one has rated this review as helpful yet,Recommended
73,Posted: July 29,226.2 hrs on record,"Why isn't this game in your steam library yet? Easily the greatest game of this generation, and debatably the greatest game of all time. This game can also ruin your gaming experience forever. After purchasing this masterpiece, you will never want to stop playing it, and if you somehow do, you will not get the full enjoyment out of your other games simply because you now want every game you play to be like The Witcher 3: Wild Hunt.",No one has rated this review as helpful yet,Recommended
74,Posted: July 29,30.3 hrs on record,"I have a somewhat unpopular opinion on this game, I really didn't enjoy my time with The Witcher 3. I am not attempting to invalidate the extreme praise this game received or say that it doesn't deserve it all I am saying is that I have some major problems with the game that soured the experience for me. The first is the combat, it is very simplistic and somewhat unrefined hits don't register occasionally and the enemies don't react like they should when hit with a sword. The story is ok and well voice acted but I felt it was somewhat disconjointed because it sometimes felt as if you are doing things that are completely unnecessary and were in the game just so that the devs could say that had lots of content. The world also felt bland and uninteresting. So again to reiterate I don't wish to tear down this game and if you value deep moral choices over satisfying combat and fun exploration then I would recommend this game however if you are in the camp of people (like me) who value exploration over story then I would have to recommend that you go and chose a different open world game",3 people found this review helpful2 people found this review funny,Not Recommended
75,Posted: July 29,146.3 hrs on record,"Just an absolutely fantastic game overall, its got an amazing story, amazing character development, and the atmosphere is amazing.Worth the 15$ B)",No one has rated this review as helpful yet,Recommended
76,Posted: July 29,102.1 hrs on record,FANTASTIC!!,No one has rated this review as helpful yet,Recommended
77,Posted: July 29,285.4 hrs on record,"I got the game on sale and feel a little guilty considering how much I enjoyed the game. It's a masterpiece, all the fun things about RPG without all the crap you don't like. Could not recommend it higher. 10/10",No one has rated this review as helpful yet,Recommended
78,Posted: July 29,106.2 hrs on record,"I mean it's the witcher, come on. 9000/13",No one has rated this review as helpful yet,Recommended
79,Posted: July 29,39.4 hrs on record,its a good game but geralt kinda looks like my dad so its weird to think that he's hot,1 person found this review helpful1 person found this review funny,Recommended
80,Posted: July 29,74.1 hrs on record,The Godfather of games.,No one has rated this review as helpful yet,Recommended
81,Posted: July 29,83.7 hrs on record,I enjoy in this game and i love it  this game is amazing,No one has rated this review as helpful yet,Recommended
82,Posted: July 29,67.4 hrs on record,Good,No one has rated this review as helpful yet,Recommended
83,Posted: July 29,5.5 hrs on record,Very underrated game. More people need to play it.,1 person found this review helpful,Recommended
84,Posted: July 29,104.0 hrs on record,oml hmmmm,No one has rated this review as helpful yet,Recommended
85,Posted: July 29,55.0 hrs on record,"A brilliant tale of a man that, against all forces, stands for what is right. Even though Geralt is meant to remain neutral (and you can if that's what you choose), he still ultimately bases his decisions on right and wrong.I have not played the prior games, but that should not stop you, it didn't stop me and I am fully immersed in the world of The Witcher!The story is gripping and does not kill your immersion by forcing you to know the events of the previous games like so many triple A titles do nowadays. Aside from this, it helps ease you into the world by offering loads of dialogue to help you piece previous game's events together, while keeping the story moving forward at the same time due to the incredible amount of time and effort put into the writing of this game.On the surface, it seems like another RPG whereby the player is sent one place to kill or retrieve something, rinse repeat. But no, no this game has many special quests and unique charm. There is a lot of political nuances dotted without, relationships between the characters that actually make you empathize with them, love, death and betrayal, all attributed to an immense open world and great story telling. The game is by no means easy either, so If you want a challenge, this game will break you on the harder difficulties but it is well worth it. Studying the bestiary, drinking potions/decoctions and preparing for a fight, only to finally slay that monster? There are few games that deliver such a feeling of satisfaction and accomplishment like this.Overall, a great game which I have no doubt in my mind will become a timeless classic. CD Projekt Red have truly out-done themselves. If this series' success is anything to go by, CD Projekt Red's next game: Cyberpunk 2077 will be worth EVERY penny.I highly recommend this game!",No one has rated this review as helpful yet,Recommended
86,Posted: July 29,6.8 hrs on record,A must have masterpiece.,No one has rated this review as helpful yet,Recommended
87,Posted: July 29,87.5 hrs on record,This game is a Fookin' MASTERPIECE! Seriously. I'm just under 100 hours in and i'm no where near done. Yes i've completed the main story but i stupidly rushed my first play through and didn't get to experience the game to its full potential due to this. Now on my SECOND play through and i'm no where near done with the main story and haven't even touched the DLC! My experience has been amazing and i have loved every second of game time! + Graphics - AMAZING+ Story - AMAZING!+ Price - MORE THAN FAIR WHEN FULL PRICE! + Devs - AMAZING!+ DLC - Haven't touched yet but i'm sure will be AMAZING cant find a negative about this game (expect for maybe its too addictive) Conclusion:BUY THIS ♥♥♥♥ING GAME 111111111111/10,3 people found this review helpful,Recommended
88,Posted: July 29,87.2 hrs on record,Just buy it,No one has rated this review as helpful yet,Recommended
89,Posted: July 29,211.7 hrs on record,Great game with unbelievable levels of details!,No one has rated this review as helpful yet,Recommended
90,Posted: July 29,160.7 hrs on record,An absolute mastercrafted game. best game in the 8th generation that I have played so far,2 people found this review helpful,Recommended
91,Posted: July 29,46.7 hrs on record,"Product received for free
 10/10 Wiedźmin is Love Wiedźmin is Life... <3 <3 <3",1 person found this review helpful,Recommended
92,Posted: July 29,159.0 hrs on record,"A must-have game. Love the story, the fighting and how you can wander around in such a vast world, exploring, doing side quests, contracts and not to mention the card game, gwent! Few bugs, runs smooth. Also impressed by the complexity regarding ingame choices, how what you choose to do in the game can affect the storyline in the long go.",1 person found this review helpful,Recommended
93,Posted: July 29,4.3 hrs on record,"Skyrim is better... +story+universe and worldbuilding-Bad  controlls (some of the worst by a triple A game i tried)-Not the same freedom skyrim haveI tried this long after the game first was released so I dont know how it was on day one, But overall a good game.Thx to the controlls I will never say this game is a 10/10, but maby a 8/10But the most true review I seen so far is from WorthABuy on youtube",No one has rated this review as helpful yet,Recommended
94,Posted: July 29,168.5 hrs on record,Simply the best game I have ever played,No one has rated this review as helpful yet,Recommended
