,date_posted,playtime,review,helpful_funny,recommended
11,Posted: July 4,1.5 hrs on record,"Even though i'm not that far in the story it still is a great game, and looking forward to continue playing it. Good game",No one has rated this review as helpful yet,Recommended
12,Posted: July 4,135.5 hrs on record,"One of the best games I've played, would definitely recommend.",No one has rated this review as helpful yet,Recommended
13,Posted: July 4,178.1 hrs on record,Best game ever made.,1 person found this review helpful,Recommended
14,Posted: July 4,161.8 hrs on record,Good game 10/10,No one has rated this review as helpful yet,Recommended
15,Posted: July 4,79.8 hrs on record,MASTERPIECE,No one has rated this review as helpful yet,Recommended
16,Posted: July 4,14.8 hrs on record,This game requires moral choices over skill but represents one of the few games that asks you to consider the responsibilities of becoming an adult.,No one has rated this review as helpful yet,Recommended
17,Posted: July 4,8.8 hrs on record,Honestly its one of the best open world RPG's i have played but there is alot of side things to do so if that is not your thing you can mainstream the story.,No one has rated this review as helpful yet,Recommended
18,Posted: July 4,16.6 hrs on record,awsome game 10/10,No one has rated this review as helpful yet,Recommended
19,Posted: July 4,213.3 hrs on record,"Nothing much to say about this title, only that it should be in your list, such a great series and the final game didn't leave a sour taste in the mouth like most other finales do.Go play it now, enjoy the ride.",No one has rated this review as helpful yet,Recommended
20,Posted: July 4,110.5 hrs on record,Good enough.,No one has rated this review as helpful yet,Recommended
21,Posted: July 4,43.3 hrs on record,"It's Witcher 3, a game that set a new standard for the entire genre. What else is there to say? If you enjoy gorgeous, atmospheric RPGs that go beyond the old trope of ""Fetch 10 pieces of Boar-meat."" and ""Go to A to kill B to get C."", then this is the game for you.",No one has rated this review as helpful yet,Recommended
22,Posted: July 4,164.5 hrs on record,"How about a few rounds of cards? Gwent, specifically.",No one has rated this review as helpful yet,Recommended
23,Posted: July 4,176.9 hrs on record,"One of the best games of all time: A beautifully crafted world with an intriguing story and excellent quest designBe sure to check out Nexus Mods for gameplay tweaks, texture enhancements and other quality of life improvements",No one has rated this review as helpful yet,Recommended
24,Posted: July 4,123.1 hrs on record,"EPIC fantasy game, definitely worth your time.",No one has rated this review as helpful yet,Recommended
25,Posted: July 4,62.5 hrs on record,Best single player game ever.,No one has rated this review as helpful yet,Recommended
26,Posted: July 4,129.7 hrs on record,Absolute masterpiece. One of the best games ever made. Highly recommended.,No one has rated this review as helpful yet,Recommended
27,Posted: July 4,241.2 hrs on record,A fantastic game. Still holds up years later. 100 hours of content minimum across all the expansions. Blood and Wine could have been sold as its own game.,No one has rated this review as helpful yet,Recommended
28,Posted: July 4,187.0 hrs on record,"Very good game, with top notch graphics (for its release time), exciting story, lots of activities, beautiful landscapes, detailed monsters. Only really disturbing aspect was the always windy weather, like everywhere.",No one has rated this review as helpful yet,Recommended
29,Posted: July 4,61.4 hrs on record,"The sword is powerful, i'll need to use both my hands to wield this big thing, i've never held something like this.. so big and... shiny and silver... its glissening from the beast oil i rubbed on it earlier...",1 person found this review helpful,Recommended
30,Posted: July 4,9.1 hrs on record,Good Game!,No one has rated this review as helpful yet,Recommended
31,Posted: July 4,160.7 hrs on record,Best game!,No one has rated this review as helpful yet,Recommended
32,Posted: July 4,236.1 hrs on record,its 2019 and its still a must play game.,No one has rated this review as helpful yet,Recommended
33,Posted: July 4,97.4 hrs on record,Good!,No one has rated this review as helpful yet,Recommended
34,Posted: July 4,32.5 hrs on record,it's not bad,No one has rated this review as helpful yet,Recommended
35,Posted: July 4,193.2 hrs on record,Breathtaking.,No one has rated this review as helpful yet,Recommended
36,Posted: July 4,231.7 hrs on record,muito bom,No one has rated this review as helpful yet,Recommended
37,Posted: July 4,27.7 hrs on record,"I never thought i'd be able to get into the Withcher 3. I'm just not into 3rd person games. But then, it went on sale and I had to give it a shot. And, I'm so glad I did. The story is amazing, the graphics are amazing. It is just such a well rounded game.",1 person found this review helpful,Recommended
38,Posted: July 4,93.3 hrs on record,A game where you can tell that the dev team actually care.,1 person found this review helpful,Recommended
39,Posted: July 4,73.5 hrs on record,I threw a baby in a ovenWorth it 10/10,No one has rated this review as helpful yet,Recommended
40,Posted: July 4,66.9 hrs on record,"Great combat, a captivating story, and beautiful graphics.",No one has rated this review as helpful yet,Recommended
41,Posted: July 4,0.9 hrs on record,a verry good game!,No one has rated this review as helpful yet,Recommended
42,Posted: July 4,9.9 hrs on record,"GREAT GA,E",No one has rated this review as helpful yet,Recommended
43,Posted: July 4,148.1 hrs on record,great game to play and do so much with,No one has rated this review as helpful yet,Recommended
44,Posted: July 4,132.9 hrs on record,"Quite possibly the most beautiful and detailed game I've ever played.It has been a VERY long time since a game has got me so engaged and interested. Buy this game and the expansions, it's just brilliant. I used to think the elder scrolls was incredible but then I played the witcher series and found a new love for it. The vast scenery, the seemingly endless array of monsters, the abilities, the VIOLENCE >:)",No one has rated this review as helpful yet,Recommended
45,Posted: July 4,9.1 hrs on record,I reviewed this for the points in the summer sale,No one has rated this review as helpful yet,Recommended
46,Posted: July 4,4.2 hrs on record,Incredible game worth every hour and every penny.,No one has rated this review as helpful yet,Recommended
47,Posted: July 4,2.1 hrs on record,Good game :D,No one has rated this review as helpful yet,Recommended
48,Posted: July 4,161.8 hrs on record,Very good RPG that gives you multiple choices in dialogue for different outcomes. At least a minimum 60 hours of gameplay on main story and then there's DLC.,No one has rated this review as helpful yet,Recommended
49,Posted: July 4,38.9 hrs on record,"Simply awesome. One of the best out there, made by probably the best studio today. A true work of art.",No one has rated this review as helpful yet,Recommended
50,Posted: July 4,14.3 hrs on record,"Really good, You bang lots of women :)",No one has rated this review as helpful yet,Recommended
51,Posted: July 4,224.2 hrs on record,"Still overall the best game I've ever played. The potion and concoction system, and the crafting are really awkward. Apart from that, it's just about perfect. The combat is often targeted for criticism, but I think it's really solid for a full-blooded RPG.",No one has rated this review as helpful yet,Recommended
52,Posted: July 4,193.5 hrs on record,Outstanding game that now has it's own Netflix series starting this year!!,No one has rated this review as helpful yet,Recommended
53,Posted: July 4,49.8 hrs on record,"Product received for free
 Boring AF",3 people found this review helpful3 people found this review funny,Not Recommended
54,Posted: July 4,61.2 hrs on record,One of the best games out there.,No one has rated this review as helpful yet,Recommended
55,Posted: July 4,144.0 hrs on record,"best game, i love roach, every game with a horse is the best game these are just the facts",No one has rated this review as helpful yet1 person found this review funny,Recommended
56,Posted: July 4,310.6 hrs on record,No words just play,No one has rated this review as helpful yet,Recommended
57,Posted: July 4,185.4 hrs on record,"Just one of the best game ever, amazing gameplay, story, etc",No one has rated this review as helpful yet,Recommended
58,Posted: July 4,47.8 hrs on record,best game ever,No one has rated this review as helpful yet,Recommended
59,Posted: July 4,127.3 hrs on record,"This is probably the best RPG Ive played in the last 5-6 years. It might be one of best RPG's I have played. The world is immersive, the lore is interesting, the story is solid. The Dlc is cheap, yet packed with content to keep you busy. Great buy for anyone that values content in their games and loves RPG's",No one has rated this review as helpful yet,Recommended
60,Posted: July 4,214.8 hrs on record,This is possibly the best game ever created. Definitely the best game I've ever played.,No one has rated this review as helpful yet,Recommended
61,Posted: July 4,51.7 hrs on record,"I played The Witcher 3 years ago when it came out, before I had my PC, on PS4. At the time I thought the game was decent. But now that I've purchased it again for PC, it has become one of my favorite games in terms of fantasy and lore. Slicing bandits in diagonal pieces has never felt better in Ultra Graphics :D",No one has rated this review as helpful yet,Recommended
62,Posted: July 4,58.8 hrs on record,amazing game so much to do love it would recomend,No one has rated this review as helpful yet,Recommended
63,Posted: July 4,103.8 hrs on record,Love this game.The replay value of this game is insane!Finished this game 3 times on 3 diff platforms.So totally worth it.,1 person found this review helpful,Recommended
64,Posted: July 4,94.6 hrs on record,"What's to say that hasn't already been said, an amazing game start to finish. Has plenty of varied quest along with some pretty deep customization. Alchemy can play a big part and is quiet useful, especially on the higher difficulties. Check it to some mods if want a deep realistic experience.",No one has rated this review as helpful yet,Recommended
65,Posted: July 4,8.6 hrs on record,Worth it,No one has rated this review as helpful yet,Recommended
66,Posted: July 4,38.4 hrs on record,The game looks amazing and plays very smooth.  Has an in depth story and will keep you hooked for quiet a while. I would recommend this game for anyone who enjoys fantasy RPG's.,No one has rated this review as helpful yet,Recommended
67,Posted: July 4,38.4 hrs on record,"Good game, will continue to play.",No one has rated this review as helpful yet,Recommended
68,Posted: July 4,13.3 hrs on record,Simply one the best games of this generation.,No one has rated this review as helpful yet,Recommended
69,Posted: July 4,328.9 hrs on record,Good game.,No one has rated this review as helpful yet,Recommended
70,Posted: July 4,132.8 hrs on record,You already know what this game is and what it's about... So... Just buy it!If you somehow don't know what this game is about... Buy it and find out!Only downside to this game is that it finishes...,No one has rated this review as helpful yet,Recommended
71,Posted: July 4,117.7 hrs on record,"good, very very good",No one has rated this review as helpful yet,Recommended
72,Posted: July 4,105.0 hrs on record,this game is a ♥♥♥♥,No one has rated this review as helpful yet,Recommended
73,Posted: July 4,175.1 hrs on record,What more can I say? Geraldo good,1 person found this review helpful,Recommended
74,Posted: July 4,175.8 hrs on record,ONLY GAME WORTH IT'S MONEY,No one has rated this review as helpful yet,Recommended
75,Posted: July 4,87.7 hrs on record,:),No one has rated this review as helpful yet,Recommended
76,Posted: July 4,93.2 hrs on record,"great game,super long story, tons of content, loved it. would recommend",No one has rated this review as helpful yet,Recommended
77,Posted: July 4,200.6 hrs on record,Best game I ever played! You need plenty of time but it is so worth it.,No one has rated this review as helpful yet,Recommended
78,Posted: July 4,200.9 hrs on record,My most favorite game ever,No one has rated this review as helpful yet,Recommended
79,Posted: July 4,222.6 hrs on record,might just be the best game ever made,No one has rated this review as helpful yet,Recommended
80,Posted: July 4,166.3 hrs on record,good,No one has rated this review as helpful yet,Recommended
81,Posted: July 4,38.9 hrs on record,best game ever made,No one has rated this review as helpful yet,Recommended
82,Posted: July 4,171.9 hrs on record,best game 4ever,No one has rated this review as helpful yet,Recommended
83,Posted: July 4,127.6 hrs on record,good game,No one has rated this review as helpful yet,Recommended
84,Posted: July 4,134.6 hrs on record,This game once again proved I did nothing wrong,No one has rated this review as helpful yet,Recommended
85,Posted: July 4,377.4 hrs on record,As you can see by my playtime... game good.,No one has rated this review as helpful yet,Recommended
86,Posted: July 4,64.4 hrs on record,Is good,No one has rated this review as helpful yet,Recommended
87,Posted: July 4,3.3 hrs on record,"Really good story, super fun gameplay! 100% Recommended. Runs great even on the worst systems.",No one has rated this review as helpful yet,Recommended
88,Posted: July 4,40.5 hrs on record,One of the best games i ever played.Great storygreat charactersjust a great game in general,No one has rated this review as helpful yet,Recommended
89,Posted: July 4,104.6 hrs on record,The MOST captivating game I've ever played. I only wish that I could forget everything about it and play it again blind.,No one has rated this review as helpful yet,Recommended
90,Posted: July 4,60.4 hrs on record,Great game.If you're in for fun yet hard game with a rich story this game is great.If you're in for the story with good gameplay this game is great.PS: ♥♥♥♥ werewolf bs health regen,No one has rated this review as helpful yet,Recommended
91,Posted: July 4,80.3 hrs on record,Wasn't sure what to make of this game at first due to never playing the first two but wow one of the best games i would say i have ever played once you get to grips with the combat and witcher skill system you have a total blast. Shame that this is the final chapter cause so much could continue within this world. Recommended BIG time 5 stars easy!!!,No one has rated this review as helpful yet,Recommended
92,Posted: July 4,68.2 hrs on record,"Buy It! Everything about this game from Story, gameplay ,graphics, and sound is Epic.",No one has rated this review as helpful yet,Recommended
93,Posted: July 4,99.7 hrs on record,The best Witcher game... or even the best game ever. It showed the true way to create an epic story in an open world game. Truly breathtaking work.,No one has rated this review as helpful yet,Recommended
94,Posted: July 4,235.8 hrs on record,nice. cdpr hire me,2 people found this review helpful,Recommended
95,Posted: July 4,0.6 hrs on record,Best game ever. Period.,No one has rated this review as helpful yet,Recommended
96,Posted: July 4,164.8 hrs on record,"This is a great RPG.  The quest writing is awesome, Equipment is varied enough to make consistent and steady upgrades fun, and the fighting and upgrade system is cool.  Enemy design is great too.",No one has rated this review as helpful yet,Recommended
97,Posted: July 4,513.2 hrs on record,Perfect Game,No one has rated this review as helpful yet,Recommended
98,Posted: July 4,114.4 hrs on record,The best rpg that has been released in a few years. Has it's flaws but still looks and runs beautifully. Will recommend if your a fan of these type of games. Witcher will provide you with too many hours of gameplay!,No one has rated this review as helpful yet,Recommended
99,Posted: July 4,308.8 hrs on record,"10/10 game. For me, it sets the new standard for how open world RPGs should be made.",No one has rated this review as helpful yet,Recommended
100,Posted: July 4,182.6 hrs on record,I've been enjoying computer rpgs since the days of the old gold box AD&D games. This stands out as one of the most enjoyable and immersive experiences I've come across in 30+ years of computer gaming.,No one has rated this review as helpful yet,Recommended
101,Posted: July 4,79.9 hrs on record,"If you are looking for a good single player game, This is it.",No one has rated this review as helpful yet,Recommended
102,Posted: July 4,55.8 hrs on record,Best Single-Player Game ever.Cyberpunk 2077 16-4-2020,No one has rated this review as helpful yet,Recommended
103,Posted: July 4,37.9 hrs on record,Fun game,No one has rated this review as helpful yet,Recommended
104,Posted: July 4,5.2 hrs on record,"Very sexy game, gave me boner. Recommended by my dad.",No one has rated this review as helpful yet1 person found this review funny,Recommended
105,Posted: July 4,393.9 hrs on record,Gwent is the best.,No one has rated this review as helpful yet,Recommended
106,Posted: July 4,1.3 hrs on record,Best game,No one has rated this review as helpful yet,Recommended
107,Posted: July 4,13.8 hrs on record,"Um excelente game, vale muuito apena.",No one has rated this review as helpful yet,Recommended
108,Posted: July 4,94.5 hrs on record,Put nearly 30 hrs into this game during my first 4 days owning itThis was during a 5 day break in the middle of my exams.9/10 would recommend. Be wary of when you decide to start playing because it will take up a significant portion of your life,No one has rated this review as helpful yet,Recommended
109,Posted: July 4,336.8 hrs on record,Simply one of the best PC games ever and that all you really need to know.,No one has rated this review as helpful yet1 person found this review funny,Recommended
110,Posted: July 4,187.1 hrs on record,I took more screenshots in this game than any other.  12/10,No one has rated this review as helpful yet,Recommended
111,Posted: July 4,63.2 hrs on record,Really enjoyed the game. A must have for any RPG fans!,No one has rated this review as helpful yet,Recommended
112,Posted: July 4,92.9 hrs on record,amazing,No one has rated this review as helpful yet,Recommended
113,Posted: July 4,372.1 hrs on record,"its a masterpiece, 10/10 everything about this game is amazing everything",2 people found this review helpful,Recommended
114,Posted: July 4,227.9 hrs on record,"The best game I have ever played so far. It hits all the right spots for me:- Fun and thrilling combat, though it can get a bit repetitive after a while- Amazing and engaging story- Lots of great characters which are well developed and unique- Music that goes very well with combat and overall theme of the game- Very rich lore that derives from the witcher books and Slavic/Nordic mythologies- Amazing graphics with great optimization- Beautiful and rich open worlds fun to explore- Developed by one and only, CD Projekt Red! They restore hope for future gaming....",No one has rated this review as helpful yet,Recommended
115,Posted: July 4,3.4 hrs on record,10/10,No one has rated this review as helpful yet,Recommended
116,Posted: July 4,6.8 hrs on record,"Very well made RPG game, Fans of the Books will like, it, fans of monster hunting and adventuring will like it, and people who like to be a Bard while playing D&D will like it for all its possible romance options. Overall, I personally give this game a 9/10, its a fantastic game, with challenge when challenge is required, and endless bounds of exploring and overall being a bad ♥♥♥ wielding 2 swords.",No one has rated this review as helpful yet,Recommended
117,Posted: July 4,313.2 hrs on record,Amazing & awesome!,No one has rated this review as helpful yet,Recommended
118,Posted: July 4,231.2 hrs on record,Why don't you have this game yet?,No one has rated this review as helpful yet,Recommended
119,Posted: July 4,59.3 hrs on record,praise geraldo,No one has rated this review as helpful yet,Recommended
120,Posted: July 4,100.8 hrs on record,"An amazing game, everything is great with this game. There is so much to do in this game that you will be playing for hours and after completing it you will be left wanting more. Luckily the dlc is well worth the money as it comes with a lot. If you like adventure/RPG games, then you will not be disappointed",No one has rated this review as helpful yet,Recommended
121,Posted: July 4,214.1 hrs on record,"Yeah, it is just as good as they say. Go get it....",No one has rated this review as helpful yet,Recommended
122,Posted: July 4,273.3 hrs on record,dis da best,1 person found this review helpful,Recommended
123,Posted: July 4,88.5 hrs on record,Awesome game! Very addictive.,No one has rated this review as helpful yet,Recommended
124,Posted: July 4,184.4 hrs on record,This game is pure perfection!,No one has rated this review as helpful yet,Recommended
125,Posted: July 4,149.2 hrs on record,"this game has an endless replay value, i highly recommend picking this up",No one has rated this review as helpful yet,Recommended
126,Posted: July 4,89.3 hrs on record,this game has a main story? damn i didn't knew,No one has rated this review as helpful yet,Recommended
127,Posted: July 4,102.8 hrs on record,Honestly the most fun i have had with any game in years! 100% recommend this to anyone who enjoys this genre.,No one has rated this review as helpful yet,Recommended
128,Posted: July 4,85.7 hrs on record,"No doubt this is one of my favorite games, with intoxicating original music, beautiful natural scenery and a wealth of plot content for players to explore. All your decisions may affect the development of the follow-up story",No one has rated this review as helpful yet,Recommended
129,Posted: July 4,102.2 hrs on record,nice,No one has rated this review as helpful yet,Recommended
130,Posted: July 4,64.1 hrs on record,"Hands down, one of the greatest games of all time! I'm still playing this game to this day :D",No one has rated this review as helpful yet,Recommended
131,Posted: July 4,58.9 hrs on record,"You beat a powerful monster, well above your level? Good on you, the game doesn't even give you a pat on the back.You bring a pot to grandma? GREAT! YOU LEVEL UP.PROS:GraphicsCONSEverything elseSorry but this game was a major disappointment to me. I have no Idea why this game is so popular, I would consider it easily the worst game I've ever purchased in all my gaming career.",6 people found this review helpful14 people found this review funny,Not Recommended
132,Posted: July 4,152.4 hrs on record,"An amazing game with lots of magic, rich story and a huge world to explore! If i could give it a rating, i would give this game a 100/100. Yes, it's THAT good. Also, buy the dlcs while you're at it, you won't be disappointed.My horse once got stuck on top of a house roof, no idea how that happened.",No one has rated this review as helpful yet,Recommended
133,Posted: July 4,3.7 hrs on record,"I feel like AC: Odyssey directly takes so many features from this game, but does them so much better. Just go play that, you wont be disappointed.",2 people found this review helpful9 people found this review funny,Not Recommended
134,Posted: July 4,83.4 hrs on record,Get It. Point blank. End of story. No questions. Get It.,No one has rated this review as helpful yet,Recommended
135,Posted: July 4,10.6 hrs on record,"Played this game in its entirety on console, and now beginning to do the same on the PC. It has not lost its charm since its release. Masterpiece.",No one has rated this review as helpful yet,Recommended
136,Posted: July 4,67.7 hrs on record,Ageing like a fine Wine..,No one has rated this review as helpful yet,Recommended
137,Posted: July 4,47.0 hrs on record,Witcher 3 good.,No one has rated this review as helpful yet,Recommended
138,Posted: July 4,0.1 hrs on record,good game,No one has rated this review as helpful yet,Recommended
139,Posted: July 4,51.2 hrs on record,Nice!,No one has rated this review as helpful yet,Recommended
140,Posted: July 4,115.3 hrs on record,The best RPG game in modern history. Enough said.,No one has rated this review as helpful yet,Recommended
141,Posted: July 4,100.2 hrs on record,is good,1 person found this review helpful1 person found this review funny,Recommended
142,Posted: July 4,166.6 hrs on record,"To put it simply, the game is great. The story line and quests are fun to play and pay attention to. I've played it through 3 times now and plan on playing it again. If you love a good RPG, I'd recommend getting this.",No one has rated this review as helpful yet,Recommended
143,Posted: July 4,133.6 hrs on record,Awesome,No one has rated this review as helpful yet,Recommended
144,Posted: July 4,100.4 hrs on record,amazing game,No one has rated this review as helpful yet,Recommended
145,Posted: July 4,7.9 hrs on record,i dont understand all the commands and keys yet i am having a lot of fun,1 person found this review helpful,Recommended
146,Posted: July 4,177.8 hrs on record,This is among the best RPGs I have ever played.,No one has rated this review as helpful yet,Recommended
147,Posted: July 4,101.1 hrs on record,i like it,No one has rated this review as helpful yet,Recommended
148,Posted: July 4,111.4 hrs on record,Best game ever made,No one has rated this review as helpful yet,Recommended
149,Posted: July 4,2.7 hrs on record,"From what I've seen so far in my few hours of playing, It's pretty good.",No one has rated this review as helpful yet,Recommended
150,Posted: July 4,240.9 hrs on record,just buy it,1 person found this review helpful,Recommended
151,Posted: July 4,116.4 hrs on record,good lord,No one has rated this review as helpful yet,Recommended
152,Posted: July 4,145.9 hrs on record,GOAT RPG,No one has rated this review as helpful yet,Recommended
153,Posted: July 4,180.4 hrs on record,"Left to play for couple of years.As good wine, it aged well. Finally had time to finish it and oh boy - I'm on ""Best GAME EWAAAAAAH"" train as well.In those years we recieved Red Dead redemption, God of War and other mighty titles. And yet, here I write down same thing we all know - Withcer 3 is one if not the best game anyone of us might experience in couple of years.Who knows, may be Cyberpunk 2077 will beat this title.",2 people found this review helpful,Recommended
154,Posted: July 4,79.2 hrs on record,This game is great,No one has rated this review as helpful yet,Recommended
155,Posted: July 4,66.7 hrs on record,Is good :),1 person found this review helpful,Recommended
156,Posted: July 4,20.5 hrs on record,great,No one has rated this review as helpful yet,Recommended
157,Posted: July 4,289.5 hrs on record,2019.. still not bored,No one has rated this review as helpful yet,Recommended
158,Posted: July 4,142.8 hrs on record,"5/5 game, played for about 80 hours on the first playthrough and didn't even complete most of the random events/discover most of the questionmarks. Recommend for anyone interested in story rich games but you might be a bit confused/lost if you haven't completed the previous installments of the trilogy",No one has rated this review as helpful yet,Recommended
159,Posted: July 4,135.8 hrs on record,even after all these years this game stands tall as one of the best if not the best game ever released!,No one has rated this review as helpful yet,Recommended
160,Posted: July 4,75.5 hrs on record,oh yeah it's good,No one has rated this review as helpful yet,Recommended
161,Posted: July 4,9.8 hrs on record,♥♥♥♥ yeahh thats a damn good game!!,No one has rated this review as helpful yet,Recommended
162,Posted: July 4,107.9 hrs on record,TOP,No one has rated this review as helpful yet1 person found this review funny,Recommended
163,Posted: July 4,107.8 hrs on record,yes,2 people found this review helpful,Recommended
164,Posted: July 4,127.1 hrs on record,Its good,No one has rated this review as helpful yet,Recommended
165,Posted: July 4,11.2 hrs on record,"I've never really played an RPG game, I was really into Action-Adventure games instead. However, I knew I had to try out this game once it was on sale because I was interested on how would my experience go. I amazed on how stunning the graphics hold up today and how rich the story and environment can be. Obviously not playing the other prior Witcher Games, I feel like this game does provide enough information of the previous games. My only issues is that the game does not have consistent FPS (even with NVIDIA Experience's optimized settings) so I it would be nice if you stop using your V-Bucks and start using your parents credit card on a better PC (do so legally of course). Overall, would highly recommend if you looking for a breath of fresh air in front of your computer.",No one has rated this review as helpful yet,Recommended
166,Posted: July 4,15.3 hrs on record,I love this series and Wild Hunt is by for the best I've played.  I would love to see a remaster first and a #4!!! Keep it coming!!,1 person found this review helpful,Recommended
167,Posted: July 4,392.7 hrs on record,"It's OK I guess, still making up my mind.",No one has rated this review as helpful yet,Recommended
168,Posted: July 4,66.9 hrs on record,Best Game Ever,No one has rated this review as helpful yet,Recommended
169,Posted: July 4,89.3 hrs on record,MEAT,28 people found this review helpful14 people found this review funny,Recommended
170,Posted: July 4,143.8 hrs on record,"This game is just.. awesome. Beautiful graphics, nice story, a fun card game called gwent (really addictive!) and last but not least: a ton of sidequests and missions to keep you going.",No one has rated this review as helpful yet,Recommended
171,Posted: July 4,5.6 hrs on record,"Just got this for PC, originally put in 70+ hours in on console. Loving the improved graphics and frame rate.Instead of giving a detailed review of the game, it's pros/cons etc., I'll just say that this game was so good that I bought and finished The Witcher 1 & 2, and read all of the novels. The world of The Witcher is one of the most attractive fantasy settings I've ever had the pleasure to get lost in. Just buy it, play, and see if you don't fall in love with the characters and beautiful world.",No one has rated this review as helpful yet,Recommended
172,Posted: July 4,129.9 hrs on record,good game would recommend,No one has rated this review as helpful yet,Recommended
173,Posted: July 4,7.8 hrs on record,"Came to see the hype from when it came out, stayed because of Yennefer and Triss",No one has rated this review as helpful yet,Recommended
174,Posted: July 4,89.8 hrs on record,I CAN NOT RECOMMEND THIS GAME ENOUGH!!been playing this game for a while and i still have a lot too do even though i completed the main story. if you can get all the DLC i really recommend that too its just a ♥♥♥♥ing good game and i don't know if i will ever play a game as good ever again.,No one has rated this review as helpful yet,Recommended
175,Posted: July 4,9.9 hrs on record,got scared of naked girl at start,No one has rated this review as helpful yet1 person found this review funny,Recommended
176,Posted: July 4,95.2 hrs on record,Good Game,No one has rated this review as helpful yet,Recommended
177,Posted: July 4,7.5 hrs on record,Looks really cool but couldn't  commit to the story,No one has rated this review as helpful yet,Recommended
178,Posted: July 4,376.4 hrs on record,"Witcher 3 is one of the best game I've ever played in a long while. An amazing experience, steeped in excellent storytelling. Hoping the best for Cyberpunk 2077.",No one has rated this review as helpful yet,Recommended
179,Posted: July 4,599.5 hrs on record,"Still to this day, one of the best games ever made!",1 person found this review helpful,Recommended
180,Posted: July 4,163.0 hrs on record,Best adventure game ever made?quite possible.,1 person found this review helpful,Recommended
181,Posted: July 4,130.0 hrs on record,simply the best rpg you will ever play. play it now as it is on sale. best value of any game ive ever played and an insane amount of replayability. also the mod community is insane and the mods are super super easy to make. One dh'oine less.,1 person found this review helpful,Recommended
182,Posted: July 4,103.1 hrs on record,"This is the type of game that will never become old. The main story, secondary and contracts contain a good amount of lore, are enjoyable and allow for different approaches. The Witcher gear is fun to acquire, even with the grind required to craft better levelled gear. Also nothing beats Geralt's sexy voice.",No one has rated this review as helpful yet,Recommended
183,Posted: July 4,174.8 hrs on record,By far the best game ever made. #yeet,No one has rated this review as helpful yet,Recommended
184,Posted: July 4,142.0 hrs on record,I love this game way too much :),No one has rated this review as helpful yet,Recommended
185,Posted: July 4,110.6 hrs on record,One of the best games I've ever played.,No one has rated this review as helpful yet,Recommended
186,Posted: July 4,140.4 hrs on record,Why are you here? Buy the game already!,1 person found this review helpful,Recommended
187,Posted: July 4,108.6 hrs on record,"This is a game that will ruin all other story driven singleplayer games for you, and will put into perspective what a true quality RPG is. Not much to say that hasn't already been said a million times before. Play it.",No one has rated this review as helpful yet,Recommended
188,Posted: July 4,238.4 hrs on record,nice one,No one has rated this review as helpful yet1 person found this review funny,Recommended
189,Posted: July 4,300.3 hrs on record,"Very good game, did it the first time and it was a great ride, completing it for the second time and it still felt like the first time I did it. The game is breathtaking.",No one has rated this review as helpful yet,Recommended
190,Posted: July 4,50.4 hrs on record,all hail geralt of rivia,No one has rated this review as helpful yet,Recommended
191,Posted: July 4,316.5 hrs on record,One of the best RPG's out there right now. Cant beat that price either.,No one has rated this review as helpful yet,Recommended
192,Posted: July 4,332.3 hrs on record,Play it,No one has rated this review as helpful yet,Recommended
