,date_posted,playtime,review,helpful_funny,recommended
18,Posted: July 6,104.2 hrs on record,"Even after all this time, you'd be hard pressed to find a more immersive and engaging single player title that takes place in a fantasy based setting. Bought a PC copy on impulse because of the deep discount from the steam summer sale, and it hasn't struggled to live up to my memories of it in the slightest. The combat controls are as crap as on the previous Witcher titles, but that's to be expected. They've always played better on a controller. Still, once you get past the controls there isn't a game out there that presents a more meaningful open world experience. P.S. I only wrote this to chase an achievement, and try to distract myself for the impending heat death of the universe.",No one has rated this review as helpful yet,Recommended
19,Posted: July 6,123.7 hrs on record,Will review when i finish it,No one has rated this review as helpful yet,Recommended
20,Posted: July 6,189.7 hrs on record,Good game lots of fun,No one has rated this review as helpful yet,Recommended
21,Posted: July 6,20.6 hrs on record,Great story. Would recommend this game to anyone that likes in depth rpgs,1 person found this review helpful,Recommended
22,Posted: July 6,0.1 hrs on record,"This is one of the best game with tons of content, No loot boxes or surprise boxes that kind of ♥♥♥♥♥♥♥t that ship with half finished product.",1 person found this review helpful,Recommended
23,Posted: July 6,1.1 hrs on record,I just realized I had W3:WH sitting in my library. lmao.,1 person found this review helpful,Recommended
24,Posted: July 6,1.3 hrs on record,hey guys like witcher 3 do you? i dont know if i do...,No one has rated this review as helpful yet,Recommended
25,Posted: July 6,5.1 hrs on record,"Product received for free
 DAB on that",1 person found this review helpful,Recommended
26,Posted: July 6,91.4 hrs on record,"Simply put it is one of the most beautiful games I have ever played in my life. The mechanics are great. The story is very compelling. The characters are unbeatable, and the depth is unmatched.",No one has rated this review as helpful yet,Recommended
27,Posted: July 6,217.2 hrs on record,best game ever,No one has rated this review as helpful yet,Recommended
28,Posted: July 6,9.9 hrs on record,fun,No one has rated this review as helpful yet,Recommended
29,Posted: July 6,128.7 hrs on record,Great Game,No one has rated this review as helpful yet,Recommended
30,Posted: July 6,93.4 hrs on record,Best RPG game until Cyberpunk 2077,No one has rated this review as helpful yet,Recommended
31,Posted: July 6,27.1 hrs on record,"I like women, very nice. Might want a controller though",No one has rated this review as helpful yet,Recommended
32,Posted: July 6,119.7 hrs on record,okey,1 person found this review helpful,Recommended
33,Posted: July 6,44.3 hrs on record,truly epic,No one has rated this review as helpful yet,Recommended
34,Posted: July 6,136.5 hrs on record,10/10,No one has rated this review as helpful yet,Recommended
35,Posted: July 6,85.2 hrs on record,⁤,No one has rated this review as helpful yet,Recommended
36,Posted: July 6,2.9 hrs on record,"One of the best games ever made, I have bought this game 3 different times once when it was released for ps4, once for a friend and then again on PC. For the mods alone I would have got this game again, but its totally worth it to put your money where your loyalty is and invest in CD Project Red.",No one has rated this review as helpful yet,Recommended
37,Posted: July 6,45.3 hrs on record,Highly recommend this game if you enjoy open world adventure with great and compelling story telling.,No one has rated this review as helpful yet,Recommended
38,Posted: July 6,107.0 hrs on record,"You can play it for MONTHS and still have something new to find! Quite impossible to see everything, even if you are a completionist!",No one has rated this review as helpful yet,Recommended
39,Posted: July 6,132.1 hrs on record,"I had no prior knowledge of the Witcher game series or books before playing the Witcher 3: Wild Hunt, although I had heard good things about it from my friends. I decided to pick up the GOTY edition, which includes both DLCs (only $15!), and I quickly fell in love with the game's setting, lore, and characters. Based on my experience, I would definitely recommend this game to anyone who is interested in action RPGs and/or European/Polish history.",No one has rated this review as helpful yet,Recommended
40,Posted: July 6,281.8 hrs on record,One of the best looking cleanest running games I have played in a long time.Story line - ExcellentCombat - Good but Dodge to strongMobility - Not to shabbyMap Size - EpicThings to do - More then neededI love this game hands down one of the best games I have ever played and highly recommend it to anyone who loves a good RPG!,No one has rated this review as helpful yet,Recommended
41,Posted: July 6,157.9 hrs on record,"Well, it is the one and only Geralt !!! 10 out of 10",No one has rated this review as helpful yet,Recommended
42,Posted: July 6,309.1 hrs on record,Rich stories. Profound gameplay. Best game ever.,No one has rated this review as helpful yet,Recommended
43,Posted: July 6,55.3 hrs on record,Greatest game eva.,No one has rated this review as helpful yet,Recommended
44,Posted: July 6,42.0 hrs on record,totally neat,No one has rated this review as helpful yet,Recommended
45,Posted: July 6,316.4 hrs on record,good game :),No one has rated this review as helpful yet,Recommended
46,Posted: July 6,70.7 hrs on record,Worth a buy. full of content you can't go wrong with this classic,No one has rated this review as helpful yet,Recommended
47,Posted: July 6,233.0 hrs on record,Sets the bar high for RPGs.,No one has rated this review as helpful yet,Recommended
48,Posted: July 6,153.8 hrs on record,this is one of the most incredible games that i have ever played.,No one has rated this review as helpful yet,Recommended
49,Posted: July 6,0.8 hrs on record,good,No one has rated this review as helpful yet,Recommended
50,Posted: July 6,342.3 hrs on record,"good story, nice graphic",No one has rated this review as helpful yet,Recommended
51,Posted: July 6,"1,165.9 hrs on record","Haven't played much, but so far it's pretty good.",No one has rated this review as helpful yet,Recommended
52,Posted: July 6,173.1 hrs on record,Near perfection.,No one has rated this review as helpful yet,Recommended
53,Posted: July 6,140.6 hrs on record,one of the best ive played,No one has rated this review as helpful yet,Recommended
54,Posted: July 6,223.4 hrs on record,good game,No one has rated this review as helpful yet,Recommended
55,Posted: July 6,179.4 hrs on record,goooooood,No one has rated this review as helpful yet,Recommended
56,Posted: July 6,85.4 hrs on record,Love the game,No one has rated this review as helpful yet,Recommended
57,Posted: July 6,10.8 hrs on record,Love it,No one has rated this review as helpful yet,Recommended
58,Posted: July 6,59.5 hrs on record,10 out of 10 would play again my most favorite game of all time,No one has rated this review as helpful yet,Recommended
59,Posted: July 6,288.3 hrs on record,Best game,No one has rated this review as helpful yet,Recommended
60,Posted: July 6,69.3 hrs on record,"I never played any of the previous Witcher games but decided to pick this up because it was on sale and its now one of my top favorite games of all time. It was kind of boring for the first hour or so but once the story picks up the pace, the game gets really fun! I like that you can chose what to say during conversations and the choices you make change the story. $15 for GOTY edition is worth it. I heard the Blood and Wine DLC is amazing as well but haven't had the chance to try it out yet.",No one has rated this review as helpful yet,Recommended
61,Posted: July 6,45.2 hrs on record,"Overall a great open world rpg, It does offer quite a challenge to the player but can be quite rewarding. There are also so many mechanics and abilities to explore and upgrade.",No one has rated this review as helpful yet,Recommended
62,Posted: July 6,59.1 hrs on record,For sure worth the buy,No one has rated this review as helpful yet,Recommended
63,Posted: July 6,300.9 hrs on record,great game,No one has rated this review as helpful yet,Recommended
64,Posted: July 6,21.2 hrs on record,good,No one has rated this review as helpful yet,Recommended
65,Posted: July 6,73.3 hrs on record,One of the best games ever made.,No one has rated this review as helpful yet,Recommended
66,Posted: July 6,22.1 hrs on record,What can I say? an especially amazing deal at 15 bucks. I really should have played this game much sooner.,No one has rated this review as helpful yet,Recommended
67,Posted: July 6,0.5 hrs on record,gooooooooooooooooooooooooooooooooood,No one has rated this review as helpful yet,Recommended
68,Posted: July 6,38.6 hrs on record,"The best game i ever played, doesnt matter how many times i restart i keep feeling its always new and it has a amazing story",1 person found this review helpful,Recommended
69,Posted: July 6,34.9 hrs on record,Great game worth buying it,No one has rated this review as helpful yet,Recommended
70,Posted: July 6,2.7 hrs on record,Pretty darn good.,No one has rated this review as helpful yet,Recommended
71,Posted: July 6,109.7 hrs on record,"This is one of the most Beautiful, fun, and rich games I have ever played. its like when you played OoT for the first time. I get lost in this game so much, the immersion is amazing.",No one has rated this review as helpful yet,Recommended
72,Posted: July 6,67.1 hrs on record,great game,No one has rated this review as helpful yet,Recommended
73,Posted: July 6,27.6 hrs on record,Keeps me busy.,No one has rated this review as helpful yet,Recommended
74,Posted: July 6,14.7 hrs on record,great game so far!,No one has rated this review as helpful yet,Recommended
75,Posted: July 6,57.1 hrs on record,"I absolutely love this game and cannot wait to play Cyberpunk when it releases. Keanu Reeves said it best when he said ""Your Breathtaking."" My one minor gripe is that the graphics are a bit outdated even for 2015. It still looks really good but with some of the photorealism mods out there it looks even more breathtaking.",No one has rated this review as helpful yet,Recommended
76,Posted: July 6,24.0 hrs on record,nice,No one has rated this review as helpful yet,Recommended
77,Posted: July 6,100.1 hrs on record,Epic...,No one has rated this review as helpful yet,Recommended
78,Posted: July 6,96.3 hrs on record,"I absoulutely loved this game! Their attention to detail is amazing, the references they make from the books, the 10/10 gameplay, the well optimized beautiful graphics, and ofcourse the tear-jerking, funny, and immersive story. 10/10-would recommend (great price too nowadays)",No one has rated this review as helpful yet,Recommended
79,Posted: July 6,119.7 hrs on record,Have you ever wanted to lose a week of existence without knowing?,No one has rated this review as helpful yet,Recommended
80,Posted: July 6,41.8 hrs on record,very fun,No one has rated this review as helpful yet,Recommended
81,Posted: July 6,32.9 hrs on record,"I personally do not engage in playing RPG games, I never found them interesting. But this game has such an indepth story and even if you haven't read the books or played the first two, it makes perfect sense.The ending was great and about the only downside to this game for me personally is not enough play time as the secondary character, Zireael (Ciri). Overall I highly suggest the game for anyone like myself who doesn't enjoy RPG's normally, and also suggest the DLC as a way to truly wind up the story neatly.I SERIOUSLY CANT WAIT FOR THE 4th GAME.",No one has rated this review as helpful yet,Recommended
82,Posted: July 6,461.0 hrs on record,I can't remember the number of times I have recommended this game to someone.Absolutely fantastic.,No one has rated this review as helpful yet,Recommended
83,Posted: July 6,14.1 hrs on record,Best Game Africa 2022,No one has rated this review as helpful yet,Recommended
84,Posted: July 6,209.7 hrs on record,"Look, this game is good. if you haven't played it yet, do.good graphics. great story telling that makes every little task you do seem worth it and not just busy work. And who doesn't like slicing up monsters?",No one has rated this review as helpful yet,Recommended
85,Posted: July 6,"1,189.7 hrs on record","Best game ever! Great role play, story lines, twists and turns, great combat, great card gamesIf you never played it, get it and play it, you will not be disappointed.",No one has rated this review as helpful yet,Recommended
86,Posted: July 6,114.2 hrs on record,I enjoyed this the most out of any game I have. Truly a master piece.,No one has rated this review as helpful yet,Recommended
87,Posted: July 6,212.2 hrs on record,One of the best RPG's ever,No one has rated this review as helpful yet,Recommended
88,Posted: July 6,22.6 hrs on record,i heard a lot about itnow that i played iti might agree pretty good game.deserves to be on your Library,No one has rated this review as helpful yet,Recommended
89,Posted: July 6,145.4 hrs on record,"I don't know there is much to say, its a must play game.",No one has rated this review as helpful yet,Recommended
90,Posted: July 6,205.3 hrs on record,"Steam made me do this but, Witcher 3 is one of the best games of all time.",No one has rated this review as helpful yet,Recommended
91,Posted: July 6,84.8 hrs on record,Easily one of the best games I have ever played. I have put countless hours into this game and still have barely put a dent in it. I really cant find anything negative to say about it.,No one has rated this review as helpful yet,Recommended
92,Posted: July 6,53.2 hrs on record,fun game,No one has rated this review as helpful yet,Recommended
93,Posted: July 6,21.3 hrs on record,its skyrim but more of it,No one has rated this review as helpful yet1 person found this review funny,Not Recommended
94,Posted: July 6,28.2 hrs on record,HIJKLMNOP,No one has rated this review as helpful yet,Recommended
95,Posted: July 6,44.9 hrs on record,One of the best games I've played. Would definitely recommend buying it on sale or at full price.,No one has rated this review as helpful yet,Recommended
96,Posted: July 6,72.5 hrs on record,otimo,No one has rated this review as helpful yet,Recommended
97,Posted: July 6,403.8 hrs on record,"Is really good, just buy it already.",No one has rated this review as helpful yet,Recommended
98,Posted: July 6,111.9 hrs on record,good,No one has rated this review as helpful yet,Recommended
99,Posted: July 6,2.0 hrs on record,Excellent game with plenty of in depth story. Tons of side quests. Plenty of hours to go for me.,No one has rated this review as helpful yet,Recommended
100,Posted: July 6,253.1 hrs on record,"One of the best games I've played. And still my favorite game to delve into and explore. I've never seen a RPG which has such rich adventures, interesting side quests and stories to tell. A must play for every fantasy and RPG lover.",No one has rated this review as helpful yet,Recommended
101,Posted: July 6,3.3 hrs on record,saw an ♥♥♥. pretty pog,No one has rated this review as helpful yet,Recommended
102,Posted: July 6,148.2 hrs on record,"I really enjoyed exploring the world of the Witcher series and I think the combats pretty fun. It looks good and runs well, so I dont have that much to complain about, really. The monsters are probably my favorite part of it, I always enjoy finding a new creature to fight.",No one has rated this review as helpful yet,Recommended
103,Posted: July 6,189.2 hrs on record,Buy this game.,No one has rated this review as helpful yet,Recommended
104,Posted: July 6,3.9 hrs on record,Amazing game,No one has rated this review as helpful yet,Recommended
105,Posted: July 6,76.2 hrs on record,"Sem dúvidas um dos melhores jogos disponíveis no mercado. A história é fantástica, o combate é bom e os gráficos são lindos. É muito divertido ficar andando pelo mapa atrás de sidequests cavalgando no ""Roach"".",1 person found this review helpful,Recommended
106,Posted: July 6,135.3 hrs on record,"The best RPG till date. Engrossing story, realistic visuals, awesome gameplay. This has it all. The best part is that this game looks awesome even on lower end hardware (tried on a laptop with i5 & GT940M). Another great feature is the absence of loading scenes for entering caves (dungeons) or rooms, which was the most annoying thing about skyrim.",No one has rated this review as helpful yet,Recommended
107,Posted: July 6,103.8 hrs on record,Easily the best game I've ever played.,No one has rated this review as helpful yet,Recommended
108,Posted: July 6,223.1 hrs on record,"Everything I can say has been said, great game.",No one has rated this review as helpful yet,Recommended
109,Posted: July 6,41.9 hrs on record,"Awesome story, easy to understand, great game play, great graphics, the quests are awesome, there's tons of stuff you can do on your journey, and more, which makes Witcher III very fun yet simple to play.",No one has rated this review as helpful yet,Recommended
110,Posted: July 6,147.6 hrs on record,great game. really good plot that draws you in,No one has rated this review as helpful yet,Recommended
111,Posted: July 6,102.7 hrs on record,Very nice,No one has rated this review as helpful yet,Recommended
112,Posted: July 6,333.7 hrs on record,"At this point, you should just get the game.",No one has rated this review as helpful yet,Recommended
113,Posted: July 6,84.1 hrs on record,Incredible game ! must play !,No one has rated this review as helpful yet,Recommended
114,Posted: July 6,50.7 hrs on record,you can do a few stuffs,1 person found this review helpful,Recommended
115,Posted: July 6,278.6 hrs on record,Greatest game ever,No one has rated this review as helpful yet,Recommended
116,Posted: July 6,157.9 hrs on record,"This game is good to game out hardcore on or to casually play it. I spent a lot of time on this game and enjoyed every minute of it. It's great because when I took a break from it and continued from where I left off, it was like i never took a break. Get it!",No one has rated this review as helpful yet,Recommended
117,Posted: July 6,85.9 hrs on record,ofc,No one has rated this review as helpful yet,Recommended
118,Posted: July 6,112.3 hrs on record,"THANK YOU CD PROJEKT, GAME OF THE CENTURY",7 people found this review helpful,Recommended
119,Posted: July 6,82.7 hrs on record,vwewy nice i like,No one has rated this review as helpful yet,Recommended
120,Posted: July 6,57.1 hrs on record,AMAZING,No one has rated this review as helpful yet,Recommended
121,Posted: July 6,65.5 hrs on record,I've only played through a few quests so far. but the gameplay is  pretty tight.,No one has rated this review as helpful yet,Recommended
122,Posted: July 6,156.2 hrs on record,pootis,No one has rated this review as helpful yet,Recommended
123,Posted: July 6,94.0 hrs on record,Surely one of the best RPGs I've played within the past 10 years!,No one has rated this review as helpful yet,Recommended
124,Posted: July 6,235.2 hrs on record,Literally a masterpiece with long hours of gameplay,No one has rated this review as helpful yet,Recommended
125,Posted: July 6,155.2 hrs on record,"One of the best RPG's i've ever played. If you like fantasy, action, comedy, horror and everything in-between then this is the game for you. If you played Witcher 1 and 2 then you'll like this game. For the people that haven't it;s like a hardcore Skyrim. It's hard to even compare. The writing on every quest is near perfection and nothing seems like a chore. Every action you make has a consequence and I love that about this game. Cdproject red is one of the best developers out there and i have no problem giving them my hard earned money. They actually care about the product and the people who play them. 10/10 for me",No one has rated this review as helpful yet,Recommended
126,Posted: July 6,197.1 hrs on record,Best game ever 11/10,No one has rated this review as helpful yet,Recommended
127,Posted: July 6,139.6 hrs on record,Best game ive ever played,No one has rated this review as helpful yet,Recommended
128,Posted: July 6,548.2 hrs on record,You should spend all of your money on this game,No one has rated this review as helpful yet,Recommended
129,Posted: July 6,183.0 hrs on record,one of if not the greatest game ever made highly recommend.,No one has rated this review as helpful yet,Recommended
130,Posted: July 6,77.2 hrs on record,Opted out of buying this game multiple times before and finally went for it. Shortly after i realized my past mistakes. The Witcher 3 single handedly restored my faith in single player experiences after feeling empty for years. The combination of amazing narrative and lore together with the gameplay always leaves me craving more. Even Gwent has become a guilty pleasure throughout my travels. 10/10 would recommend.,No one has rated this review as helpful yet,Recommended
131,Posted: July 6,88.8 hrs on record,Great game. Worth it at any price. If you like unicorns and sex odds are you'll like this game too.,No one has rated this review as helpful yet,Recommended
132,Posted: July 6,32.0 hrs on record,"Product received for free
 Lepšie bež skyrim milujem taketo hry ale šve ma že tato hra má už dajaky rôčik a stale je tam bugou jak nasrato hlavne som nizky lvl a v bažinách 20min sa biem z bosom pri chestke a ked ho zabiem konečne si idem pre chestku a spadnem do diery plnej vody a nemožem vyskočiť aaa hocikedy sa mi bugne koň prosim upravte aspoň koňa ale inač 👌👌👌👌👌👌 odporučam",No one has rated this review as helpful yet1 person found this review funny,Recommended
133,Posted: July 6,13.6 hrs on record,Worth every cent!,No one has rated this review as helpful yet,Recommended
134,Posted: July 6,244.1 hrs on record,One of my all time favourites!,No one has rated this review as helpful yet,Recommended
135,Posted: July 6,50.7 hrs on record,Fun so far!,No one has rated this review as helpful yet,Recommended
136,Posted: July 6,142.5 hrs on record,good,No one has rated this review as helpful yet,Recommended
137,Posted: July 6,79.6 hrs on record,Help it´s so good I can´t stop playing,No one has rated this review as helpful yet,Recommended
138,Posted: July 6,447.1 hrs on record,BEST GAME I HAVE EVER PLAYED!,No one has rated this review as helpful yet,Recommended
139,Posted: July 6,76.0 hrs on record,good game like a lot,No one has rated this review as helpful yet,Recommended
140,Posted: July 6,150.1 hrs on record,"You know, the soul really comes through in these games. Every story is really well written, and I love that Geralt can take time off of his quest and troubles to help an old lady get her frying pan back :D. The main story is compelling and the DLCs could honestly be games of their own; when you look at DLC for other games its not even a comparison. 10/10, great game, recommmend to anybody that loves a great story with well-written characters.",1 person found this review helpful,Recommended
141,Posted: July 6,175.9 hrs on record,Kinda just want to replay this and reread the books because the Netflix series actually looks good.,No one has rated this review as helpful yet,Recommended
142,Posted: July 6,149.8 hrs on record,Very good game.,No one has rated this review as helpful yet,Recommended
143,Posted: July 6,64.9 hrs on record,it's great,No one has rated this review as helpful yet,Recommended
144,Posted: July 6,81.7 hrs on record,Dude. Just buy it already.,No one has rated this review as helpful yet,Recommended
145,Posted: July 6,168.8 hrs on record,One of the best  RPG series I've played. Gonna need something to replace it now.,No one has rated this review as helpful yet,Recommended
146,Posted: July 6,87.4 hrs on record,My favorite game of all time.,No one has rated this review as helpful yet,Recommended
147,Posted: July 6,6.3 hrs on record,Very good game i like itt much yes it good buy yyess cool yes buy,No one has rated this review as helpful yet,Recommended
148,Posted: July 6,18.9 hrs on record,BEST RPG THAT I EVER  PLAY .,No one has rated this review as helpful yet,Recommended
149,Posted: July 6,38.2 hrs on record,Incredibly rich game.,No one has rated this review as helpful yet,Recommended
150,Posted: July 6,31.6 hrs on record,Loved it,No one has rated this review as helpful yet,Recommended
151,Posted: July 6,138.7 hrs on record,Easily one of the best games I've ever played!,No one has rated this review as helpful yet,Recommended
152,Posted: July 6,78.8 hrs on record,Geraldo :O,No one has rated this review as helpful yet,Recommended
153,Posted: July 6,189.0 hrs on record,"Best game of the Witcher Series. Good Controls, Nice Story, fine graphics. No regrets for purchasing it.",No one has rated this review as helpful yet,Recommended
154,Posted: July 6,96.5 hrs on record,If there is a better RPG out there I have yet to find it. I have an absolutely absurd amount of hours in this between the PC port and my first copy on the Xbox 1. Highly recommend to anyone looking for value and anyone who loves RPGs with compelling characters,No one has rated this review as helpful yet,Recommended
155,Posted: July 6,47.5 hrs on record,Best game in my steam library. Would buy again.,No one has rated this review as helpful yet,Recommended
156,Posted: July 6,492.8 hrs on record,"493 hours into this game and I have not finished the main storyline because I keep getting sidetracked with side quests, witcher contracts, SWEET ♥♥♥ WITCHER GEAR etc. 10/10",No one has rated this review as helpful yet,Recommended
157,Posted: July 6,142.0 hrs on record,A masterpiece.,No one has rated this review as helpful yet,Recommended
158,Posted: July 6,35.2 hrs on record,I don't normally say this but this is my favorite game of all time. If you get this game I recommend that you play it with headphones and no distractions.,No one has rated this review as helpful yet,Recommended
159,Posted: July 6,140.5 hrs on record,This is the best game ever created.,No one has rated this review as helpful yet,Recommended
160,Posted: July 6,179.6 hrs on record,"This game has watered my crops, cleared my skin, and given me a gwent addiction.",1 person found this review helpful,Recommended
161,Posted: July 6,110.7 hrs on record,"Very entertaining, large and engaging world. great characters, by far and above not a waste of money.",No one has rated this review as helpful yet,Recommended
162,Posted: July 6,23.4 hrs on record,Realistic game,No one has rated this review as helpful yet,Recommended
163,Posted: July 6,30.1 hrs on record,Great g ame i enjoy it!!,No one has rated this review as helpful yet,Recommended
164,Posted: July 6,144.1 hrs on record,:),No one has rated this review as helpful yet,Recommended
165,Posted: July 6,184.8 hrs on record,Wow.,No one has rated this review as helpful yet,Recommended
166,Posted: July 6,183.0 hrs on record,11/10,No one has rated this review as helpful yet,Recommended
167,Posted: July 6,99.6 hrs on record,10/10 would make questionable decisions again,No one has rated this review as helpful yet,Recommended
168,Posted: July 6,31.9 hrs on record,Very good,No one has rated this review as helpful yet,Recommended
169,Posted: July 6,359.5 hrs on record,best game i have ever played in my whole life :D,No one has rated this review as helpful yet,Recommended
170,Posted: July 6,8.9 hrs on record,This game is a masterpiece.,No one has rated this review as helpful yet,Recommended
171,Posted: July 6,81.3 hrs on record,good gaem,No one has rated this review as helpful yet,Recommended
172,Posted: July 6,81.4 hrs on record,"Fantastic game!Everything i say is based on my opinion.The map is huge and the environment and graphics are amazing. Epic storyline with choices that play a part later in the game.There is so much to do and discover, which in my case is both good and bad because i can't really progress to the next area/country before i've discovered them all, and done all side-quests and witcher contracts.... The bags get a bit clustered sometimes and i find the crafting a bit messy. But it gets easy enough to manage after a few times not doing quite what you wanted.Overall a great game and one of my favorites!",No one has rated this review as helpful yet,Recommended
173,Posted: July 6,74.3 hrs on record,Tiddies tho.,No one has rated this review as helpful yet,Recommended
174,Posted: July 6,141.7 hrs on record,It's alright.,No one has rated this review as helpful yet,Recommended
175,Posted: July 6,119.9 hrs on record,"No idea how far i am though the game about to go the the Skellige isles, but so far this game has been very fun to play! Not a huge fan of playing Guent but apart from that would recommend.",No one has rated this review as helpful yet,Recommended
176,Posted: July 6,171.6 hrs on record,"I can say without a shadow of a doubt that The Witcher 3: Wild Hunt is one of the best games I've ever had the pleasure of playing. It features an astonishingly well made open world that truly feels worth exploring, interesting characters, fantastic lore, an enjoyable combat system and a beautiful soundtrack. With all of this going for it, it's hard not to get immersed in this game. I strongly recommend this title, it is well worth the money if you ask me.",No one has rated this review as helpful yet,Recommended
177,Posted: July 6,9.0 hrs on record,"Product received for free
 Was a gift from a friend, but still a great game, and story.",No one has rated this review as helpful yet,Recommended
178,Posted: July 6,363.0 hrs on record,"I really like this game. The books are great as well, I heartily suggest reading them!",No one has rated this review as helpful yet,Recommended
179,Posted: July 6,54.9 hrs on record,This game just pulls you in and never lets go.,No one has rated this review as helpful yet,Recommended
180,Posted: July 6,97.5 hrs on record,"Best game ever made, period.",No one has rated this review as helpful yet,Recommended
181,Posted: July 6,264.4 hrs on record,Noice !,1 person found this review helpful,Recommended
182,Posted: July 6,141.2 hrs on record,the best,No one has rated this review as helpful yet,Recommended
183,Posted: July 6,138.3 hrs on record,Best game I've ever played.,No one has rated this review as helpful yet,Recommended
184,Posted: July 6,74.5 hrs on record,fortnite bad witcher good,No one has rated this review as helpful yet,Recommended
185,Posted: July 6,180.1 hrs on record,Worth buying/playing at any time.,No one has rated this review as helpful yet,Recommended
186,Posted: July 6,80.9 hrs on record,!,No one has rated this review as helpful yet,Recommended
187,Posted: July 6,105.6 hrs on record,ehh lmao?,No one has rated this review as helpful yet,Recommended
188,Posted: July 6,131.6 hrs on record,One of my top 5 games of all time! Worth a buy!,No one has rated this review as helpful yet,Recommended
189,Posted: July 6,158.2 hrs on record,My  favourite game of all time soo much to do,No one has rated this review as helpful yet,Recommended
190,Posted: July 6,59.8 hrs on record,.... WHAAAAAAAA ...,No one has rated this review as helpful yet1 person found this review funny,Recommended
191,Posted: July 6,178.8 hrs on record,Best game i have ever played.,No one has rated this review as helpful yet,Recommended
192,Posted: July 6,3.5 hrs on record,masterpice,No one has rated this review as helpful yet,Recommended
193,Posted: July 6,73.1 hrs on record,"What can i say, ive got 640h in it on gog and none of any other game made me that sad after finishing it for the first time. If you didnt played it at all you better do it, its a masterpiece.",No one has rated this review as helpful yet,Recommended
194,Posted: July 6,43.9 hrs on record,Great Game fun to run around and find your horse 10/10 will roach again,No one has rated this review as helpful yet,Recommended
195,Posted: July 6,91.3 hrs on record,Grrrrreat!,No one has rated this review as helpful yet,Recommended
196,Posted: July 6,21.1 hrs on record,"Product received for free
 I love the story. such a nice game",1 person found this review helpful,Recommended
197,Posted: July 6,499.1 hrs on record,"Best game ever.If you like rpg, try it.",No one has rated this review as helpful yet,Recommended
198,Posted: July 6,75.8 hrs on record,good,No one has rated this review as helpful yet,Recommended
199,Posted: July 6,4.1 hrs on record,ok,No one has rated this review as helpful yet,Recommended
200,Posted: July 6,56.8 hrs on record,lots of fun yesssssssssssssssssssssssssssssssssssssssss,No one has rated this review as helpful yet,Recommended
201,Posted: July 6,56.3 hrs on record,"Great game ,if you love playing skyrim then you will love the witcher!",No one has rated this review as helpful yet,Recommended
